# This file was generated with ParaNMR v1.14.0 at 12:33:11 21-07-2026 
shift (ppm),intensity (a.u.)
-112.307754,0.000556
-112.305514,0.000556
-112.303274,0.000556
-112.301033,0.000556
-112.298793,0.000557
-112.296553,0.000557
-112.294312,0.000557
-112.292072,0.000557
-112.289832,0.000557
-112.287591,0.000557
-112.285351,0.000557
-112.283111,0.000557
-112.280870,0.000558
-112.278630,0.000558
-112.276390,0.000558
-112.274149,0.000558
-112.271909,0.000558
-112.269669,0.000558
-112.267428,0.000558
-112.265188,0.000558
-112.262948,0.000558
-112.260707,0.000559
-112.258467,0.000559
-112.256226,0.000559
-112.253986,0.000559
-112.251746,0.000559
-112.249505,0.000559
-112.247265,0.000559
-112.245025,0.000559
-112.242784,0.000560
-112.240544,0.000560
-112.238304,0.000560
-112.236063,0.000560
-112.233823,0.000560
-112.231583,0.000560
-112.229342,0.000560
-112.227102,0.000560
-112.224862,0.000560
-112.222621,0.000561
-112.220381,0.000561
-112.218141,0.000561
-112.215900,0.000561
-112.213660,0.000561
-112.211420,0.000561
-112.209179,0.000561
-112.206939,0.000561
-112.204698,0.000562
-112.202458,0.000562
-112.200218,0.000562
-112.197977,0.000562
-112.195737,0.000562
-112.193497,0.000562
-112.191256,0.000562
-112.189016,0.000562
-112.186776,0.000562
-112.184535,0.000563
-112.182295,0.000563
-112.180055,0.000563
-112.177814,0.000563
-112.175574,0.000563
-112.173334,0.000563
-112.171093,0.000563
-112.168853,0.000563
-112.166613,0.000564
-112.164372,0.000564
-112.162132,0.000564
-112.159892,0.000564
-112.157651,0.000564
-112.155411,0.000564
-112.153171,0.000564
-112.150930,0.000564
-112.148690,0.000564
-112.146449,0.000565
-112.144209,0.000565
-112.141969,0.000565
-112.139728,0.000565
-112.137488,0.000565
-112.135248,0.000565
-112.133007,0.000565
-112.130767,0.000565
-112.128527,0.000566
-112.126286,0.000566
-112.124046,0.000566
-112.121806,0.000566
-112.119565,0.000566
-112.117325,0.000566
-112.115085,0.000566
-112.112844,0.000566
-112.110604,0.000567
-112.108364,0.000567
-112.106123,0.000567
-112.103883,0.000567
-112.101643,0.000567
-112.099402,0.000567
-112.097162,0.000567
-112.094922,0.000567
-112.092681,0.000567
-112.090441,0.000568
-112.088200,0.000568
-112.085960,0.000568
-112.083720,0.000568
-112.081479,0.000568
-112.079239,0.000568
-112.076999,0.000568
-112.074758,0.000568
-112.072518,0.000569
-112.070278,0.000569
-112.068037,0.000569
-112.065797,0.000569
-112.063557,0.000569
-112.061316,0.000569
-112.059076,0.000569
-112.056836,0.000569
-112.054595,0.000570
-112.052355,0.000570
-112.050115,0.000570
-112.047874,0.000570
-112.045634,0.000570
-112.043394,0.000570
-112.041153,0.000570
-112.038913,0.000570
-112.036673,0.000570
-112.034432,0.000571
-112.032192,0.000571
-112.029951,0.000571
-112.027711,0.000571
-112.025471,0.000571
-112.023230,0.000571
-112.020990,0.000571
-112.018750,0.000571
-112.016509,0.000572
-112.014269,0.000572
-112.012029,0.000572
-112.009788,0.000572
-112.007548,0.000572
-112.005308,0.000572
-112.003067,0.000572
-112.000827,0.000572
-111.998587,0.000573
-111.996346,0.000573
-111.994106,0.000573
-111.991866,0.000573
-111.989625,0.000573
-111.987385,0.000573
-111.985145,0.000573
-111.982904,0.000573
-111.980664,0.000574
-111.978423,0.000574
-111.976183,0.000574
-111.973943,0.000574
-111.971702,0.000574
-111.969462,0.000574
-111.967222,0.000574
-111.964981,0.000574
-111.962741,0.000575
-111.960501,0.000575
-111.958260,0.000575
-111.956020,0.000575
-111.953780,0.000575
-111.951539,0.000575
-111.949299,0.000575
-111.947059,0.000575
-111.944818,0.000575
-111.942578,0.000576
-111.940338,0.000576
-111.938097,0.000576
-111.935857,0.000576
-111.933617,0.000576
-111.931376,0.000576
-111.929136,0.000576
-111.926896,0.000576
-111.924655,0.000577
-111.922415,0.000577
-111.920174,0.000577
-111.917934,0.000577
-111.915694,0.000577
-111.913453,0.000577
-111.911213,0.000577
-111.908973,0.000577
-111.906732,0.000578
-111.904492,0.000578
-111.902252,0.000578
-111.900011,0.000578
-111.897771,0.000578
-111.895531,0.000578
-111.893290,0.000578
-111.891050,0.000578
-111.888810,0.000579
-111.886569,0.000579
-111.884329,0.000579
-111.882089,0.000579
-111.879848,0.000579
-111.877608,0.000579
-111.875368,0.000579
-111.873127,0.000579
-111.870887,0.000580
-111.868647,0.000580
-111.866406,0.000580
-111.864166,0.000580
-111.861925,0.000580
-111.859685,0.000580
-111.857445,0.000580
-111.855204,0.000580
-111.852964,0.000581
-111.850724,0.000581
-111.848483,0.000581
-111.846243,0.000581
-111.844003,0.000581
-111.841762,0.000581
-111.839522,0.000581
-111.837282,0.000581
-111.835041,0.000582
-111.832801,0.000582
-111.830561,0.000582
-111.828320,0.000582
-111.826080,0.000582
-111.823840,0.000582
-111.821599,0.000582
-111.819359,0.000582
-111.817119,0.000583
-111.814878,0.000583
-111.812638,0.000583
-111.810397,0.000583
-111.808157,0.000583
-111.805917,0.000583
-111.803676,0.000583
-111.801436,0.000583
-111.799196,0.000584
-111.796955,0.000584
-111.794715,0.000584
-111.792475,0.000584
-111.790234,0.000584
-111.787994,0.000584
-111.785754,0.000584
-111.783513,0.000584
