# This file was generated with ParaNMR v1.14.0 at 12:34:40 21-07-2026 
shift (ppm),intensity (a.u.)
-91.412027,0.000401
-91.410044,0.000401
-91.408060,0.000401
-91.406076,0.000401
-91.404092,0.000401
-91.402109,0.000401
-91.400125,0.000401
-91.398141,0.000401
-91.396158,0.000401
-91.394174,0.000401
-91.392190,0.000401
-91.390207,0.000401
-91.388223,0.000401
-91.386239,0.000402
-91.384256,0.000402
-91.382272,0.000402
-91.380288,0.000402
-91.378305,0.000402
-91.376321,0.000402
-91.374337,0.000402
-91.372354,0.000402
-91.370370,0.000402
-91.368386,0.000402
-91.366403,0.000402
-91.364419,0.000402
-91.362435,0.000402
-91.360452,0.000402
-91.358468,0.000402
-91.356484,0.000403
-91.354501,0.000403
-91.352517,0.000403
-91.350533,0.000403
-91.348549,0.000403
-91.346566,0.000403
-91.344582,0.000403
-91.342598,0.000403
-91.340615,0.000403
-91.338631,0.000403
-91.336647,0.000403
-91.334664,0.000403
-91.332680,0.000403
-91.330696,0.000403
-91.328713,0.000403
-91.326729,0.000404
-91.324745,0.000404
-91.322762,0.000404
-91.320778,0.000404
-91.318794,0.000404
-91.316811,0.000404
-91.314827,0.000404
-91.312843,0.000404
-91.310860,0.000404
-91.308876,0.000404
-91.306892,0.000404
-91.304909,0.000404
-91.302925,0.000404
-91.300941,0.000404
-91.298958,0.000405
-91.296974,0.000405
-91.294990,0.000405
-91.293006,0.000405
-91.291023,0.000405
-91.289039,0.000405
-91.287055,0.000405
-91.285072,0.000405
-91.283088,0.000405
-91.281104,0.000405
-91.279121,0.000405
-91.277137,0.000405
-91.275153,0.000405
-91.273170,0.000405
-91.271186,0.000405
-91.269202,0.000406
-91.267219,0.000406
-91.265235,0.000406
-91.263251,0.000406
-91.261268,0.000406
-91.259284,0.000406
-91.257300,0.000406
-91.255317,0.000406
-91.253333,0.000406
-91.251349,0.000406
-91.249366,0.000406
-91.247382,0.000406
-91.245398,0.000406
-91.243414,0.000406
-91.241431,0.000407
-91.239447,0.000407
-91.237463,0.000407
-91.235480,0.000407
-91.233496,0.000407
-91.231512,0.000407
-91.229529,0.000407
-91.227545,0.000407
-91.225561,0.000407
-91.223578,0.000407
-91.221594,0.000407
-91.219610,0.000407
-91.217627,0.000407
-91.215643,0.000407
-91.213659,0.000407
-91.211676,0.000408
-91.209692,0.000408
-91.207708,0.000408
-91.205725,0.000408
-91.203741,0.000408
-91.201757,0.000408
-91.199774,0.000408
-91.197790,0.000408
-91.195806,0.000408
-91.193823,0.000408
-91.191839,0.000408
-91.189855,0.000408
-91.187871,0.000408
-91.185888,0.000408
-91.183904,0.000409
-91.181920,0.000409
-91.179937,0.000409
-91.177953,0.000409
-91.175969,0.000409
-91.173986,0.000409
-91.172002,0.000409
-91.170018,0.000409
-91.168035,0.000409
-91.166051,0.000409
-91.164067,0.000409
